client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
3c3a81bc88f39413ad24bcfd8badfae47c4bfbabe966334c627cc4073c97a4ae3f4c71f211f688892dd76b894c700faf23d7d4bdbd1e8619c420bda8679168e0	common_voice_vi_22493637.mp3	Chữ Đức chữ TÂM	2	0				vi	
3c3a81bc88f39413ad24bcfd8badfae47c4bfbabe966334c627cc4073c97a4ae3f4c71f211f688892dd76b894c700faf23d7d4bdbd1e8619c420bda8679168e0	common_voice_vi_22493631.mp3	chứ tình trạng hoảng loạn như vậy sẽ rất nguy hiểm	2	0				vi	
3c3a81bc88f39413ad24bcfd8badfae47c4bfbabe966334c627cc4073c97a4ae3f4c71f211f688892dd76b894c700faf23d7d4bdbd1e8619c420bda8679168e0	common_voice_vi_22493635.mp3	Như mẹ chúng ta	2	0				vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824030.mp3	Ở cái nơi rừng thiêng nước độc này	2	0	thirties	male		vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824046.mp3	Không không không sao đâu	2	0	thirties	male		vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824045.mp3	Hoặc là có thể là nhờ kuman	2	0	thirties	male		vi	
b85a197dfcf10b65808f91191e86c50bec934fc0c061d81df8e27924ed84afa6e84caecbf7a1f925b006d4735843a47d13e42dec9a1cfb1354c79bf066a97374	common_voice_vi_22381114.mp3	Và đêm nay, nến thắp sáng lên rồi	2	0				vi	
b85a197dfcf10b65808f91191e86c50bec934fc0c061d81df8e27924ed84afa6e84caecbf7a1f925b006d4735843a47d13e42dec9a1cfb1354c79bf066a97374	common_voice_vi_22381111.mp3	Sắp tới bốn mươi chín ngày của con bé kia	2	0				vi	
b85a197dfcf10b65808f91191e86c50bec934fc0c061d81df8e27924ed84afa6e84caecbf7a1f925b006d4735843a47d13e42dec9a1cfb1354c79bf066a97374	common_voice_vi_22381112.mp3	Nhưng do có nhiều chuyện nên bán nhà đó để mua nơi khác	2	0				vi	
b85a197dfcf10b65808f91191e86c50bec934fc0c061d81df8e27924ed84afa6e84caecbf7a1f925b006d4735843a47d13e42dec9a1cfb1354c79bf066a97374	common_voice_vi_22381113.mp3	Văn hay chữ tốt	2	0				vi	
673461eb93de76dbd30036ec03f82f4ced0d9da4b9c1605aa353ba123b68c419ac37913500ab4959d1bc6dc863f3448b098c1bc63075d28f42407b4dec50f5c5	common_voice_vi_21882264.mp3	đi đâu sao mày biết tao đi chơi	2	0				vi	
673461eb93de76dbd30036ec03f82f4ced0d9da4b9c1605aa353ba123b68c419ac37913500ab4959d1bc6dc863f3448b098c1bc63075d28f42407b4dec50f5c5	common_voice_vi_21882263.mp3	nô en vui vẻ	2	0				vi	
673461eb93de76dbd30036ec03f82f4ced0d9da4b9c1605aa353ba123b68c419ac37913500ab4959d1bc6dc863f3448b098c1bc63075d28f42407b4dec50f5c5	common_voice_vi_21882265.mp3	nên mỗi lần đi đâu về muộn một chút	2	0				vi	
673461eb93de76dbd30036ec03f82f4ced0d9da4b9c1605aa353ba123b68c419ac37913500ab4959d1bc6dc863f3448b098c1bc63075d28f42407b4dec50f5c5	common_voice_vi_21882266.mp3	Nhà mới của em ở trong xóm	2	0				vi	
673461eb93de76dbd30036ec03f82f4ced0d9da4b9c1605aa353ba123b68c419ac37913500ab4959d1bc6dc863f3448b098c1bc63075d28f42407b4dec50f5c5	common_voice_vi_21882308.mp3	Trích dẫn từ báo chí	2	1				vi	
877cec4e2145ae87e6682315b8dcb157a93e4bf06abf25b74267294a4dc7be996831b85e2a0cf2fbfcef7626d688463935cf0a18964ee2ea10b8622b7b298ca3	common_voice_vi_21838518.mp3	Đưa tình về với mộng	2	0				vi	
877cec4e2145ae87e6682315b8dcb157a93e4bf06abf25b74267294a4dc7be996831b85e2a0cf2fbfcef7626d688463935cf0a18964ee2ea10b8622b7b298ca3	common_voice_vi_21838513.mp3	Thiện tai Thiện tai	2	0				vi	
877cec4e2145ae87e6682315b8dcb157a93e4bf06abf25b74267294a4dc7be996831b85e2a0cf2fbfcef7626d688463935cf0a18964ee2ea10b8622b7b298ca3	common_voice_vi_21838512.mp3	Thầm lặng hy sinh	2	0				vi	
877cec4e2145ae87e6682315b8dcb157a93e4bf06abf25b74267294a4dc7be996831b85e2a0cf2fbfcef7626d688463935cf0a18964ee2ea10b8622b7b298ca3	common_voice_vi_21838514.mp3	Mày Đừng tránh tao được không	2	0				vi	
877cec4e2145ae87e6682315b8dcb157a93e4bf06abf25b74267294a4dc7be996831b85e2a0cf2fbfcef7626d688463935cf0a18964ee2ea10b8622b7b298ca3	common_voice_vi_21838516.mp3	Sau tiếng sấm trời bắt đầu đổ mưa rào rào	2	0				vi	
f213027e64ab30807c0001c362f27ae1f3028f605fa1c2bfc4d79beff4743842ce500056139a1543a1ef05d47f8e70261b5d210c417a0014960e2b81c86b1f84	common_voice_vi_22195134.mp3	để cho em học	2	0	teens	male		vi	
f213027e64ab30807c0001c362f27ae1f3028f605fa1c2bfc4d79beff4743842ce500056139a1543a1ef05d47f8e70261b5d210c417a0014960e2b81c86b1f84	common_voice_vi_22195135.mp3	Những lời cuối cùng mà quân nói khiến cho Trinh cảm thấy lo lắng	2	0	teens	male		vi	
f213027e64ab30807c0001c362f27ae1f3028f605fa1c2bfc4d79beff4743842ce500056139a1543a1ef05d47f8e70261b5d210c417a0014960e2b81c86b1f84	common_voice_vi_22195136.mp3	Như chú rất thích	2	1	teens	male		vi	
