client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833213.mp3	Buồn thế chứ	2	0	twenties	male		vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833214.mp3	Dứt lời Trinh vội bỏ ra ngoài quên lấy cả tiền	2	0	twenties	male		vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833244.mp3	Nó bắt hồn anh chàng ấy định biến anh ta thành một cặp đôi	2	1	twenties	male		vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833241.mp3	kịch nghệ	2	0	twenties	male		vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833242.mp3	Ở bên trong Trinh tự hỏi	2	1	twenties	male		vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833243.mp3	Nhưng đáng tiếc là thảo không hề xuất	2	0	twenties	male		vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833245.mp3	Mấy người cứ tin thầy cúng rồi mất mạng lại trách nhau	2	0	twenties	male		vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833251.mp3	Trước khi đi ra khỏi cửa Trinh có nghe bác sĩ nói	2	0	twenties	male		vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833252.mp3	Nếu nhà có phúc	2	0	twenties	male		vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833253.mp3	Nhớ Bác nói láo cây xoài em không ra quả thật	2	0	twenties	male		vi	
